"datum","spotrebni","dph","ropa","marze"
2009-10-26,11.84,16.2195798319328,25.0082718319328,27.43
2009-11-02,11.84,16.3026050420168,25.3254765086835,27.95
2009-11-09,11.84,16.3856302521008,25.1687142521008,28.47
2009-11-16,11.84,16.4287394957983,25.1903006957983,28.74
2009-11-23,11.84,16.4191596638655,25.4115108638655,28.68
2009-11-30,11.84,16.4031932773109,25.4193286106443,28.58
2009-12-07,11.84,16.4255462184874,25.2553160851541,28.72
2009-12-14,11.84,16.4015966386555,24.7426916386555,28.57
2009-12-21,11.84,16.3856302521008,25.2817322521008,28.47
2010-01-04,12.84,17.775,27.405925,29.61
2010-01-11,12.84,17.8983333333333,27.5332984,30.35
2010-01-18,12.84,18.0083333333333,NA,NA
2010-01-25,12.84,17.975,26.8180124,30.81
2010-02-01,12.84,17.9483333333333,26.8881981333333,30.65
2010-02-08,12.84,17.925,26.8038706666667,30.51
2010-02-15,12.84,17.915,NA,NA
2010-02-22,12.84,17.9016666666667,27.5968536666667,30.37
2010-03-01,12.84,17.9716666666667,27.6923984,30.79
2010-03-08,12.84,18.0133333333333,27.862414,31.04
2010-03-15,12.84,18.0783333333333,27.633684,31.43
2010-03-22,12.84,18.1116666666667,27.9504860666667,31.63
2010-03-29,12.84,18.0966666666667,28.1574806666667,31.54
2010-04-12,12.84,18.1516666666667,28.6677168,31.87
2010-04-19,12.84,18.2033333333333,28.6233732666667,32.18
2010-04-26,12.84,18.1966666666667,29.2314976,32.14
2010-05-03,12.84,18.2283333333333,29.5619927333333,32.33
2010-05-10,12.84,18.2733333333333,28.5502229333333,32.6
2010-05-17,12.84,18.26,28.4570148,32.52
2010-05-24,12.84,18.245,27.8771590666667,32.43
2010-05-31,12.84,18.225,NA,NA
2010-06-07,12.84,18.2166666666667,28.4749536666667,32.26
2010-06-14,12.84,18.285,28.7818728666667,32.67
2010-06-21,12.84,18.27,29.1553050666667,32.58
2010-06-28,12.84,18.29,28.9518728,32.7
2010-07-12,12.84,18.2716666666667,28.253402,32.59
2010-07-19,12.84,18.25,28.2333094,32.46
2010-07-26,12.84,18.23,28.319608,32.34
2010-08-02,12.84,18.2016666666667,28.5171998666667,32.17
2010-08-09,12.84,18.1683333333333,28.3298481333333,31.97
2010-08-16,12.84,18.1466666666667,27.7847893333333,31.84
2010-08-23,12.84,18.1266666666667,27.6392466666667,31.72
2010-08-30,12.84,18.0916666666667,27.9959116666667,31.51
2010-09-06,12.84,18.0733333333333,NA,NA
2010-09-13,12.84,18.085,28.1680149333333,31.47
2010-09-20,12.84,18.1116666666667,28.1011142666667,31.63
2010-10-04,12.84,18.07,27.9980922666667,31.38
2010-10-11,12.84,18.0466666666667,27.7980432,31.24
2010-10-18,12.84,18.0933333333333,27.772362,31.52
2010-10-25,12.84,18.1016666666667,27.6403592,31.57
2010-11-01,12.84,18.0833333333333,27.9536585333333,31.46
2010-11-08,12.84,18.07,28.33046,31.38
2010-11-15,12.84,18.07,28.3692652666667,31.38
2010-11-22,12.84,18.1333333333333,28.0668309333333,31.76
2010-11-29,12.84,18.1083333333333,28.89451,31.61
2010-12-06,12.84,18.1583333333333,29.629675,31.91
2010-12-13,12.84,18.3466666666667,29.7774453333333,33.04
2011-01-03,12.84,18.4483333333333,30.4526629333333,33.65
2011-01-10,12.84,18.4216666666667,30.5259673333333,33.49
2011-01-17,12.84,18.3983333333333,NA,NA
2011-01-24,12.84,18.43,29.9405696,33.54
2011-01-31,12.84,18.4033333333333,30.0791541333333,33.38
2011-02-07,12.84,18.38,30.1497184,33.24
2011-02-14,12.84,18.3966666666667,30.7944405333333,33.34
2011-02-21,12.84,18.3816666666667,NA,NA
2011-02-28,12.84,18.4516666666667,31.6231830666667,33.67
2011-03-07,12.84,18.5383333333333,31.9582457333333,34.19
2011-03-14,12.84,18.55,31.690603,34.26
2011-03-21,12.84,18.5516666666667,31.7567408,34.27
2011-03-28,12.84,18.535,32.056316,34.17
2011-04-04,12.84,18.5366666666667,32.2878835333333,34.18
2011-04-11,12.84,18.6466666666667,32.9189422666667,34.84
2011-04-18,12.84,18.7116666666667,32.4577690666667,35.23
2011-05-02,12.84,18.735,32.4931696,35.37
2011-05-09,12.84,18.7316666666667,31.407413,35.35
2011-05-16,12.84,18.7116666666667,31.7780946666667,35.23
2011-05-23,12.84,18.6983333333333,31.5468333333333,35.15
2011-05-30,12.84,18.665,NA,NA
2011-06-06,12.84,18.68,31.5094026666667,35.04
2011-06-13,12.84,18.6583333333333,32.1620492666667,34.91
2011-06-20,12.84,18.6433333333333,31.3208191333333,34.82
2011-06-27,12.84,18.6333333333333,30.6247238,34.76
2011-07-11,12.84,18.5833333333333,32.0418136666667,34.46
2011-07-18,12.84,18.6233333333333,32.1730413333333,34.7
2011-07-25,12.84,18.7233333333333,32.095728,35.3
2011-08-01,12.84,18.7133333333333,31.7172929333333,35.24
2011-08-08,12.84,18.69,30.3763169333333,35.1
2011-08-15,12.84,18.6416666666667,30.9774518,34.81
2011-08-22,12.84,18.5833333333333,30.9101446666667,34.46
2011-08-29,12.84,18.555,NA,NA
2011-09-05,12.84,18.5333333333333,NA,NA
2011-09-12,12.84,18.6283333333333,32.3700283333333,34.73
2011-09-19,12.84,18.655,32.2462034,34.89
2011-09-26,12.84,18.6466666666667,31.8032733333333,34.84
2011-10-03,12.84,18.645,31.5375376666667,34.83
2011-10-10,12.84,18.625,31.9294948666667,34.71
2011-10-17,12.84,18.6283333333333,32.1606661333333,34.73
2011-10-31,12.84,18.6516666666667,31.4572496666667,34.87
2011-11-07,12.84,18.6366666666667,32.5489566666667,34.78
2011-11-14,12.84,18.6533333333333,32.7958776666667,34.88
2011-11-21,12.84,18.7016666666667,32.1342784,35.17
2011-11-28,12.84,18.695,32.7598096,35.13
2011-12-05,12.84,18.6816666666667,32.4181745333333,35.05
2011-12-12,12.84,18.6666666666667,32.5387878666667,34.96
2011-12-19,12.84,18.655,32.176103,34.89
2012-01-02,12.84,18.665,NA,NA
2012-01-09,12.84,18.7633333333333,33.7829592,35.54
2012-01-16,12.84,18.7816666666667,NA,NA
2012-01-23,12.84,18.8816666666667,33.0924936,36.25
2012-01-30,12.84,18.875,33.0379002666667,36.21
2012-02-06,12.84,18.8633333333333,33.6065429333333,36.14
2012-02-13,12.84,18.855,33.8118138666667,36.09
2012-02-20,12.84,18.865,NA,NA
2012-02-27,12.84,18.91,34.6829342666667,36.42
2012-03-05,12.84,18.9166666666667,34.7423768,36.46
2012-03-12,12.84,18.9416666666667,34.8275080666667,36.61
2012-03-19,12.84,18.9983333333333,34.6370085333333,36.95
2012-03-26,12.84,19.05,34.614289,37.26
2012-04-02,12.84,19.0633333333333,34.4914045333333,37.34
2012-04-16,12.84,19.12,34.1257516,37.68
2012-04-23,12.84,19.1483333333333,33.9843744,37.85
2012-04-30,12.84,19.125,34.0112925333333,37.71
2012-05-07,12.84,19.0983333333333,NA,NA
2012-05-14,12.84,19.065,33.6479184,37.35
2012-05-21,12.84,19.0216666666667,33.4006778666667,37.09
2012-05-28,12.84,18.995,NA,NA
2012-06-04,12.84,18.9783333333333,32.4618921333333,36.83
2012-06-11,12.84,18.9233333333333,32.233676,36.5
2012-06-18,12.84,18.87,31.7024038,36.18
2012-06-25,12.84,18.8366666666667,31.0575574,35.98
2012-07-09,12.84,18.7616666666667,32.5993590666667,35.53
2012-07-16,12.84,18.8183333333333,33.008872,35.87
2012-07-23,12.84,18.8516666666667,33.4912002,36.07
2012-07-30,12.84,18.9366666666667,33.5773934666667,36.58
2012-08-06,12.84,18.925,33.8328218,36.51
2012-08-13,12.84,18.97,34.5209632,36.78
2012-08-20,12.84,19.0666666666667,34.6537766666667,37.36
2012-08-27,12.84,19.18,34.2179445333333,38.04
2012-09-03,12.84,19.1933333333333,NA,NA
2012-09-10,12.84,19.1866666666667,33.7581866666667,38.08
2012-09-17,12.84,19.2583333333333,33.8217153333333,38.51
2012-10-01,12.84,19.1616666666667,33.7745506666667,37.93
2012-10-08,12.84,19.1583333333333,33.5816426666667,37.91
2012-10-15,12.84,19.1366666666667,33.8712333333333,37.78
2012-10-22,12.84,19.1116666666667,33.0370606666667,37.63
2012-10-29,12.84,19.0466666666667,33.1852222666667,37.24
2012-11-05,12.84,18.9683333333333,32.8682009333333,36.77
2012-11-12,12.84,18.8666666666667,33.5059455333333,36.16
2012-11-19,12.84,18.8,33.4115656,35.76
2012-11-26,12.84,18.755,33.0835417333333,35.49
2012-12-03,12.84,18.7333333333333,33.0782617333333,35.36
2012-12-10,12.84,18.705,32.7897683333333,35.19
2012-12-17,12.84,18.6716666666667,32.6407646666667,34.99
2013-01-14,12.84,18.9421487603306,33.1918508936639,35.16
2013-01-21,12.84,18.9525619834711,NA,NA
2013-01-28,12.84,19.0011570247934,33.5191218247934,35.5
2013-02-04,12.84,18.9959504132231,33.6527809465565,35.47
2013-02-11,12.84,19.056694214876,33.921015614876,35.82
2013-02-18,12.84,19.1452066115702,NA,NA
2013-02-25,12.84,19.160826446281,33.8148261129477,36.42
2013-03-04,12.84,19.2198347107438,33.6731500440771,36.76
2013-03-11,12.84,19.2389256198347,33.4780082865014,36.87
2013-03-18,12.84,19.2198347107438,33.5572451107438,36.76
2013-03-25,12.84,19.1885950413223,33.3309999746556,36.58
2013-04-01,12.84,19.1573553719008,NA,NA
2013-04-15,12.84,19.1764462809917,32.2694708143251,36.51
2013-04-22,12.84,19.1504132231405,32.2851138231405,36.36
2013-04-29,12.84,19.0896694214876,32.5312843548209,36.01
2013-05-06,12.84,19.0306611570248,32.7499611570248,35.67
2013-05-13,12.84,19.0063636363636,32.575220769697,35.53
2013-05-20,12.84,18.9768595041322,33.1419905041322,35.36
2013-05-27,12.84,18.9907438016529,NA,NA
2013-06-03,12.84,19.0462809917355,32.4560207250689,35.76
2013-06-10,12.84,19.0792561983471,32.5373458650138,35.95
2013-06-17,12.84,19.0966115702479,32.7010809035813,36.05
2013-06-24,12.84,19.0948760330579,32.2485160330579,36.04
2013-07-01,12.84,19.098347107438,32.8054187741047,36.06
2013-07-15,12.84,19.1052892561983,33.6431082561983,36.1
2013-07-22,12.84,19.1851239669422,33.4956794336088,36.56
2013-07-29,12.84,19.2423966942149,33.3126926942149,36.89
2013-08-05,12.84,19.2580165289256,33.5794367289256,36.98
2013-08-12,12.84,19.244132231405,33.4425183647383,36.9
2013-08-19,12.84,19.2354545454545,33.6266556121212,36.85
2013-08-26,12.84,19.223305785124,33.568544385124,36.78
2013-09-02,12.84,19.2302479338843,NA,NA
2013-09-09,12.84,19.2302479338843,34.2646159338843,36.82
2013-09-16,12.84,19.2736363636364,33.5294932969697,37.07
2013-09-23,12.84,19.264958677686,33.1476114776859,37.02
2013-09-30,12.84,19.2267768595041,32.9266028595041,36.8
2013-10-07,12.84,19.181652892562,32.9227819592287,36.54
2013-10-14,12.84,19.1434710743802,32.9743306743802,36.32
2013-10-21,12.84,19.0844628099174,32.8660060099174,35.98
2013-10-28,12.84,19.0497520661157,NA,NA
2013-11-11,12.84,19.0115702479339,33.2235990479339,35.56
2013-11-18,12.84,19.0028925619835,33.5574312286501,35.51
2013-11-25,12.84,18.9994214876033,33.9104896876033,35.49
2013-12-02,12.84,19.0861983471074,34.1328887471074,35.99
2013-12-09,12.84,19.1000826446281,33.8054346446281,36.07
2013-12-16,12.84,19.1174380165289,33.8424880165289,36.17
2013-12-23,12.84,19.1261157024793,34.0934569024793,36.22
2014-01-13,12.84,19.14,33.6031578666667,36.3
2014-01-20,12.84,19.14,33.7523128666667,36.3
2014-01-27,12.84,19.1330578512397,33.7138594512397,36.26
2014-02-03,12.84,19.1330578512397,33.6174648512397,36.26
2014-02-10,12.84,19.1278512396694,33.9646900396694,36.23
2014-02-17,12.84,19.1261157024793,NA,NA
2014-02-24,12.84,19.1174380165289,33.6986881498623,36.17
2014-03-03,12.84,19.119173553719,33.854447953719,36.18
2014-03-10,12.84,19.0914049586777,33.3079777586777,36.02
2014-03-17,12.84,19.0653719008264,33.1231446341598,35.87
2014-03-24,12.84,19.0653719008264,33.2098649008264,35.87
2014-03-31,12.84,19.034132231405,33.0908718980716,35.69
2014-04-07,12.84,19.0063636363636,32.9909977030303,35.53
2014-04-14,12.84,19.0497520661157,33.3073019327824,35.78
2014-04-21,12.84,19.034132231405,NA,NA
2014-05-05,12.84,19.1000826446281,33.5339258446281,36.07
2014-05-12,12.84,19.1035537190083,33.4806403856749,36.09
2014-05-19,12.84,19.1035537190083,33.9080830523416,36.09
2014-05-26,12.84,19.1070247933884,33.8571655933884,36.11
2014-06-02,12.84,19.1209090909091,33.8358862909091,36.19
2014-06-09,12.84,19.1330578512397,33.9990848512397,36.26
2014-06-16,12.84,19.1365289256198,34.4656199922865,36.28
2014-06-23,12.84,19.1365289256198,34.4350831922865,36.28
2014-06-30,12.84,19.1885950413223,34.0666150413223,36.58
2014-07-07,12.84,19.2562809917355,33.8829529917355,36.97
2014-07-14,12.84,19.2597520661157,33.3187072661157,36.99
2014-07-21,12.84,19.2597520661157,33.577819199449,36.99
2014-07-28,12.84,19.2580165289256,33.8026491955923,36.98
2014-08-04,12.84,19.2510743801653,33.480164246832,36.94
2014-08-11,12.84,19.2406611570248,33.5919501570248,36.88
2014-08-18,12.84,19.2319834710744,33.0444134710744,36.83
2014-08-25,12.84,19.2371900826446,33.3600546826446,36.86
2014-09-01,12.84,19.2285123966942,NA,NA
2014-09-08,12.84,19.2389256198347,33.4033716865014,36.87
2014-09-15,12.84,19.2389256198347,32.9724862198347,36.87
2014-09-22,12.84,19.2406611570248,32.8747563570248,36.88
2014-09-29,12.84,19.2406611570248,33.0744151570248,36.88
2014-10-06,12.84,19.2337190082645,32.4498846749311,36.84
2014-10-13,12.84,19.2302479338843,31.9483403338843,36.82
2014-10-20,12.84,19.225041322314,31.3663257223141,36.79
2014-10-27,12.84,19.2059504132231,31.6808437465565,36.68
2014-11-03,12.84,19.160826446281,31.750364446281,36.42
2014-11-10,12.84,19.1313223140496,31.3402816473829,36.25
2014-11-17,12.84,19.0844628099174,NA,NA
