OBJECTID,ID,Y,X,NAZEV,AKTUALIZACE,CENA,JMENO
1582,6207,49.34972,16.02083,"Horácké autodružstvo, K Novému nádraží 1345, Velké",04.11.2014 13:29,35.8,Horácké autodružstvo
1583,5359,49.395326,13.615072,"Agropa, Olšany 75",04.11.2014 13:28,34.9,Agropa
1584,5630,49.184665,16.403122,"Benzina, Brněnská, Rosice",04.11.2014 13:28,35.9,Benzina
1585,5207,49.399139,15.880594,"ARMEX OIL, Černická 555, Měřín",04.11.2014 13:28,34.9,ARMEX OIL
1586,7215,50.327956,15.636264,"Tank ONO, s.r.o., silnice E442, Milovice u Hořic",04.11.2014 13:25,32.9,Tank ONO
1587,6882,50.303436,15.254075,"RoBiN OIL, s.r.o., silnice 32, Budčeves 9",04.11.2014 13:25,35.8,RoBiN OIL
1588,7175,50.361888,15.624864,"Star-Benzina, silnice E442, Hořice",04.11.2014 13:24,34.5,Star-Benzina
1589,5888,48.857739,17.13587,"ČSAD Hodonín, Měšťanská 76, Hodonín",04.11.2014 13:24,35.9,ČSAD Hodonín
1590,7054,50.37643,15.53933,"Shell Czech Republic, a.s., T.G.Masaryka 220, Ostr",04.11.2014 13:24,35.9,Shell Czech Republic
1591,6139,49.301768,14.474639,"FATO Plus, Opařanská, Bechyně",04.11.2014 13:23,34.2,FATO Plus
1592,7731,49.2920592,14.4860186,"Silmet, Bežerovice 50, Bechyně",04.11.2014 13:23,35.2,Silmet
1593,7718,49.2012892,17.6563425,"ALITRON CZ, s.r.o., K Majáku 5001, Zlín",04.11.2014 13:22,35.5,ALITRON CZ
1594,5898,49.681775,15.53623,"Daitech, Olešná 71",04.11.2014 13:21,35.9,Daitech
1595,6969,50.227383,12.744941,"Shell Czech Republic, a.s., Horní 1071, Chodov",04.11.2014 13:21,36.7,Shell Czech Republic
1596,6802,49.848403,13.769842,"PapOil, Sládkova, Zbiroh",04.11.2014 13:20,34.9,PapOil
1597,6713,50.230374,12.840313,"PapOil, Chebská, Karlovy Vary",04.11.2014 13:20,35.8,PapOil
1598,6714,50.213545,12.875226,"PapOil, Slovenská 6/2027, Karlovy Vary",04.11.2014 13:20,35.8,PapOil
1599,6715,50.228379,12.831766,"PapOil, Chebská 113/108, Karlovy Vary",04.11.2014 13:20,35.8,PapOil
1600,6548,50.231313,12.85484,"OMV, Dolní Kamenná 14, Karlovy Vary",04.11.2014 13:20,36.9,OMV
1601,5401,50.596223,13.591299,"Armex Oil, Podkrušnohorská, Litvínov",04.11.2014 13:19,36.9,Armex Oil
1602,6547,50.233048,12.867495,"OMV, Pobřežní 22, Karlovy Vary",04.11.2014 13:19,36.9,OMV
1603,5893,49.17738,16.49826,"D Oil, Troubsko",04.11.2014 13:18,34.9,D Oil
1604,6276,50.458261,16.185389,"KM-Prona, Náchodská 558, Velké Poříčí",04.11.2014 13:16,35.9,KM-Prona
1605,6619,50.05559,14.47141,"OMV, Chodovská 3256/4, Praha 4-Michle",04.11.2014 13:16,36.9,OMV
1606,7210,49.292749,13.98269,"Tank ONO, s.r.o., silnice 4/139, Kbelnice",04.11.2014 13:14,32.9,Tank ONO
1607,5337,49.215954,15.9114,"Agip, Brněnská, Třebíč",04.11.2014 13:14,35.5,Agip
1608,7172,49.713284,15.680733,"Stanislava Adamová, Sokolohradská 1712, Chotěboř",04.11.2014 13:14,35.9,Stanislava Adamová
1609,5696,49.696259,15.803359,"Benzina, Průmyslová 508, Ždírec nad Doubravou",04.11.2014 13:14,36.9,Benzina
1610,5916,49.676217,18.373148,"DPB Paskov, Slezská, Frýdek-Místek",04.11.2014 13:12,35.9,DPB Paskov
1611,5205,50.699697,15.434613,"Agip, Jablonec nad Jizerou 800",04.11.2014 13:12,36.7,Agip
1612,5864,49.505746,15.590141,"ČS, Štoky 356",04.11.2014 13:12,36.9,ČS
1613,5903,48.996614,14.154253,"DAT CZ, Netolická 413, Lhenice",04.11.2014 13:10,35.2,DAT CZ
1614,6346,49.67506,18.388242,"LukOil, Slezská, Dobrá u Frýdku Místku",04.11.2014 13:10,35.7,LukOil
1615,7291,49.371675,16.640762,"Unicorn, Poříčí 11, Blansko",04.11.2014 13:10,35.9,Unicorn
1616,5615,50.138059,14.366595,"Benzina, Kamýcká 10, Praha 6-Suchdol",04.11.2014 13:10,36.5,Benzina
1617,5454,49.395925,16.643458,"Bary, Osvobození 366, Ráječko",04.11.2014 13:10,36.6,Bary
1618,5456,49.404569,16.639356,"Bary, Sportovní 199, Rájec-Jestřebí",04.11.2014 13:10,36.9,Bary
1619,5475,49.359426,16.642413,"Benzina, Svitavská 23, Blansko",04.11.2014 13:10,36.9,Benzina
1620,6487,49.369109,16.641479,"OMV, Na Řadech 2379/2, Blansko",04.11.2014 13:10,37.2,OMV
1621,6327,50.932536,15.219556,"Kontakt, Frýdlantská, Nové Město pod Smrkem",04.11.2014 13:10,35.2,Kontakt
1622,6326,50.881578,15.176942,"Kontakt, Jizerská 599, Hejnice",04.11.2014 13:10,35.5,Kontakt
1623,6486,49.352896,16.64937,"OMV, Nádražní 2, Blansko",04.11.2014 13:09,35.7,OMV
1624,5924,49.415033,16.734564,"EBU, Sloup 187",04.11.2014 13:09,36.9,EBU
1625,7678,50.5948,13.6062,", U Bílého sloupu, Litvínov",04.11.2014 13:09,36.9,
1626,7719,49.2164164,17.7775014,"ALITRON CZ, s.r.o., Lípa 269",04.11.2014 13:09,35.9,ALITRON CZ
1627,7730,49.2300447,17.5204272,"RobinOil, s.r.o., Tlumačov - Skály",04.11.2014 13:09,36.8,RobinOil
1628,7225,49.134683,17.488008,"Tank ONO, s.r.o., silnice 55, Spytihněv 572",04.11.2014 13:08,34.9,Tank ONO
1629,7133,49.215218,17.760456,"Silmet, Osvobození, Lípa",04.11.2014 13:08,36.9,Silmet
1630,5555,50.404178,14.44852,"Benzina, Pražská, Liběchov",04.11.2014 13:07,33.9,Benzina
1631,7130,49.278805,17.685397,"Silmet, Zlínská 392, Fryšták",04.11.2014 13:07,36.9,Silmet
1632,6963,49.248203,17.68946,"Shell Czech Republic, a.s., Fryštácká 470, Zlín",04.11.2014 13:07,38.2,Shell Czech Republic
1633,7124,49.216256,17.626569,"Shell Czech Republic, a.s., Třída Tomáše Bati 258,",04.11.2014 13:07,38.3,Shell Czech Republic
1634,6932,49.261611,17.495392,"Silmet, silnice 55, Tlumačov",04.11.2014 13:06,35.9,Silmet
1635,6738,49.179657,17.520044,"PapOil, Zábraní 1538, Napajedla",04.11.2014 13:06,36.7,PapOil
1636,6716,49.932692,14.186872,"PapOil, Karlštejn 324",04.11.2014 13:05,35.5,PapOil
1637,6397,49.203806,17.563464,"MAKRO Cash &amp; Carry ČR, s.r.o., třída 3. května, Zl",04.11.2014 13:05,35.5,MAKRO Cash &amp; Carry ČR
1638,6672,49.227708,17.656855,"OMV, Výletní, Zlín",04.11.2014 13:05,37.2,OMV
1639,6639,49.56729,13.32539,"OMV, Hlávkova 1133, Přeštice",04.11.2014 13:04,35.5,OMV
1640,6160,49.218209,17.847156,"Gašparec, Zlínská, Vizovice",04.11.2014 13:04,36.7,Gašparec
1641,5741,49.220737,17.707897,"Benzina Plus, Vizovická 375, Zlín",04.11.2014 13:04,38.3,Benzina Plus
1642,6556,49.384881,13.296447,"OMV, 5. května 685, Klatovy",04.11.2014 13:03,35.2,OMV
1643,5639,49.249413,17.810505,"Benzina, Školní 633, Slušovice",04.11.2014 13:03,36.2,Benzina
1644,5692,49.236355,17.666923,"Benzina, Okružní 5296, Zlín",04.11.2014 13:03,37.9,Benzina
1645,6392,49.590214,17.339923,"MAKRO Cash &amp; Carry ČR, s.r.o., Olomoucká 791, Velk",04.11.2014 13:02,34.4,MAKRO Cash &amp; Carry ČR
1646,5377,49.3825,13.295578,"Albert ČS, 5. Května 689, Klatovy",04.11.2014 13:02,34.5,Albert ČS
1647,6362,49.58963,17.29296,"LukOil, Lipenská 52, Olomouc",04.11.2014 13:02,35.2,LukOil
1648,5577,49.16065,17.50537,"Benzina, Nádražní, Napajedla",04.11.2014 13:02,35.5,Benzina
1649,5391,49.2132469,17.8347497,"Alitron, Razov 1253, Vizovice",04.11.2014 13:02,35.9,Alitron
1650,5841,49.588554,17.33062,"ČS, Olomoucká 901, Velká Bystřice",04.11.2014 13:01,34.9,ČS
1651,7742,49.9353672,18.0199167,"TOLOSANER a.s., Štěpánkovická 12, Kravaře",04.11.2014 13:01,34.9,TOLOSANER a.s.
1652,7040,49.1934472,17.5315281,"Shell Czech Republic, a.s., Kvítkovická 1568, Napa",04.11.2014 13:01,36.5,Shell Czech Republic
1653,5344,49.219826,17.642759,"Agip, Třída Tomáše Bati 5276, Zlín",04.11.2014 13:01,38.3,Agip
1654,6583,49.188674,17.52403,"OMV, Kvítkovická 1569, Napajedla",04.11.2014 13:00,35.5,OMV
1655,5601,49.210578,17.517181,"Benzina, tř.Tomáše Bati 1601, Otrokovice",04.11.2014 13:00,35.8,Benzina
1656,7243,50.434508,15.368521,"Tesco Stores ČR, a.s., Hradecká 1141, Jičín",04.11.2014 12:59,35.2,Tesco Stores ČR
1657,6542,50.4342,15.3643,"OMV, Husova 1094, Jičín",04.11.2014 12:59,36.5,OMV
1658,7722,49.2257731,17.6476781,"ALITRON CZ, s.r.o., areál Svit, Zlín-Rybníky",04.11.2014 12:59,34.9,ALITRON CZ
1659,7026,50.75937,15.0533,"Shell Czech Republic, a.s., Košická, Liberec",04.11.2014 12:59,36.9,Shell Czech Republic
1660,7027,50.76817,15.04094,"Shell Czech Republic, a.s., Žitavská, Liberec",04.11.2014 12:59,37.2,Shell Czech Republic
1661,7699,50.4365872,15.3705083,"M-SILNICE, a.s.",04.11.2014 12:58,34.8,M-SILNICE
1662,6323,50.433736,15.374928,"Kontakt, Hradecká 805, Jičín",04.11.2014 12:58,35.9,Kontakt
1663,6567,50.7596,15.0584,"Petronal, s.r.o., Dr. Milady Horákové 41/612, Libe",04.11.2014 12:58,33.9,Petronal
1664,6333,50.74486,15.05234,"Liberecká automobilová doprava, České mládeže 33,",04.11.2014 12:58,35.7,Liberecká automobilová doprava
1665,6702,50.852316,14.859601,"PapOil, Liberecká, Hrádek nad Nisou",04.11.2014 12:58,36.5,PapOil
1666,6566,50.756436,15.05198,"OMV, Nákladní, Liberec",04.11.2014 12:58,36.9,OMV
1667,6151,50.358669,12.789495,"G7, Karlovarská 412, Pernink",04.11.2014 12:56,35.9,G7
1668,6873,50.422511,12.731002,"RMW, Potůčky 175",04.11.2014 12:56,36.1,RMW
1669,7269,50.42945,12.735817,"Top Tank F1 gas, Potůčky 180",04.11.2014 12:56,36.1,Top Tank F1 gas
1670,5251,49.68298,18.33968,"Agip, J. Opletala 2282, Frýdek-Místek",04.11.2014 12:56,36.2,Agip
1671,6521,49.67625,18.32822,"OMV, Beskydská 2247, Frýdek-Místek",04.11.2014 12:56,36.2,OMV
1672,6173,50.7746189,15.0280461,"Globus, Sousedská 600, Liberec",04.11.2014 12:56,34.4,Globus
1673,6317,50.753468,15.070406,"Kontakt, Krejčího 994, Liberec 6",04.11.2014 12:56,36.2,Kontakt
1674,5423,50.513813,16.015802,"Autorest, Dr. A. Hejny 1084, Úpice",04.11.2014 12:55,35.8,Autorest
1675,7281,50.581971,13.92578,"Trilobit, Bořislav 138",04.11.2014 12:55,35.9,Trilobit
1676,5748,49.711953,17.892269,"Benzina Plus, Hranická 8, Fulnek",04.11.2014 12:55,36.3,Benzina Plus
1677,5836,50.117332,14.67548,"Čerpací stanice Brtek, Revoluční 1190, Šestajovice",04.11.2014 12:54,34.7,Čerpací stanice Brtek
1678,6729,50.58634,13.56016,"PapOil, Podkrušnohorská, Litvínov",04.11.2014 12:54,35.9,PapOil
1679,7110,49.005941,14.747394,"Shell Czech Republic, a.s., Budějovická 15, Třeboň",04.11.2014 12:54,36.5,Shell Czech Republic
1680,5835,50.74361,15.05583,"Čermák IES, Doubská 997, Liberec",04.11.2014 12:54,35.8,Čermák IES
1681,5791,50.773592,15.04622,"Benzina Plus, Chrastavská, Liberec",04.11.2014 12:54,36.7,Benzina Plus
1682,5722,49.481487,13.586391,"Benzina Plus, Kozlovická 539, Nepomuk",04.11.2014 12:53,34.9,Benzina Plus
1683,6245,49.12425,17.94566,"Jiří Vlach, silnice 494, Vlachovice 381",04.11.2014 12:53,35.6,Jiří Vlach
1684,5406,50.747123,15.034933,"ASB, Kubelíkova 64, Liberec",04.11.2014 12:53,36.3,ASB
1685,5224,49.126284,16.679843,"AD, Roviny 4, Brno-Chrlice",04.11.2014 12:51,36.6,AD
1686,5279,50.742474,15.053141,"Agip, Pražská, Liberec",04.11.2014 12:51,36.9,Agip
1687,5644,49.263458,13.889565,"Benzina, Katovická, Strakonice",04.11.2014 12:50,34.5,Benzina
1688,5218,50.753769,15.052438,"ČP COBALT, Doubská 13, Liberec, směr Rychnov",04.11.2014 12:50,35.6,ČP COBALT
1689,5761,50.23527,14.07,"Benzina Plus, Dukelských hrdinů 1560, Slaný",04.11.2014 12:49,35.2,Benzina Plus
1690,5769,50.100036,14.442644,"Benzina Plus, Argentinská, do centra, Praha 7-Hole",04.11.2014 12:48,37.9,Benzina Plus
1691,5640,50.185864,14.033868,"Benzina, Kačická, Smečno",04.11.2014 12:46,33.9,Benzina
1692,7216,49.692697,18.127278,"Tank ONO, s.r.o., silnice 58, Mošnov",04.11.2014 12:45,32.9,Tank ONO
1693,6849,49.659354,18.136035,"ERNEKS/oil TEAM, Silnice 58, Skotnice",04.11.2014 12:44,33.9,ERNEKS/oil TEAM
1694,5798,50.34277,15.90444,"Benzina Plus, Hradecká, Jaroměř",04.11.2014 12:42,36.3,Benzina Plus
1695,7310,49.389309,16.802176,"Vena Trade, Lipovec 313",04.11.2014 12:41,33.8,Vena Trade
1696,5594,49.84305,18.15,"Benzina, Opavská 407, Pustkovec, Ostrava",04.11.2014 12:41,36.9,Benzina
1697,5852,49.969468,17.61473,"TOLOSANER a.s., Opavská 565, Horní Benešov",04.11.2014 12:41,34.9,TOLOSANER a.s.
1698,6357,49.334099,16.55229,"LukOil, silnice 43, Lipůvka 363",04.11.2014 12:40,35.2,LukOil
1699,5193,50.10906,14.43799,"Agip, U Elektrárny, Praha 7-Holešovice",04.11.2014 12:39,37.2,Agip
1700,6828,50.08209,14.58632,"Petr, Českobrodská, Praha 9-Běchovice",04.11.2014 12:37,35.9,Petr
1701,7301,48.85419,16.109567,"Unicorn, Brněnská 341, Dobšice",04.11.2014 12:37,36.9,Unicorn
1702,6658,50.6321,13.8358,"OMV, silnice E442, Teplice-Prosetice",04.11.2014 12:36,36.7,OMV
1703,7314,49.663551,17.307067,"Vena Trade, Bělkovice",04.11.2014 12:36,33.8,Vena Trade
1704,7290,48.974053,15.894506,"Unicorn, Pavlice",04.11.2014 12:36,35.1,Unicorn
1705,7190,48.822383,16.284634,"Swiss Tank, silnice 397, Božice",04.11.2014 12:36,35.9,Swiss Tank
1706,6192,49.764105,17.353348,"Gulf, silnice č.46, Horní Loděnice",04.11.2014 12:36,36.2,Gulf
1707,7135,48.929142,16.353156,"Silmet, Na Křižovatce, Miroslav",04.11.2014 12:35,36.9,Silmet
1708,7024,48.88121,16.06129,"Shell Czech Republic, a.s., silnice 408, Kuchařovi",04.11.2014 12:35,37.9,Shell Czech Republic
1709,7125,48.85015,16.05423,"Shell Czech Republic, a.s., Vídeňská třída 16, Zno",04.11.2014 12:35,37.9,Shell Czech Republic
1710,6804,48.906706,15.974466,"PapOil, silnice E59, Žerůtky",04.11.2014 12:34,35.9,PapOil
1711,6962,48.86639,16.17872,"Shell Czech Republic, a.s., silnice 53, Bantice",04.11.2014 12:34,36.9,Shell Czech Republic
1712,6942,49.217355,16.520025,"Roha, Štouračova 1A, Brno-Bystrc",04.11.2014 12:33,37.4,Roha
1713,6705,48.768609,16.06971,"PapOil, silnice E59, Chvalovice-Hatě",04.11.2014 12:33,35.2,PapOil
1714,6788,48.836802,16.148029,"PapOil, silnice 408, Tasovice",04.11.2014 12:33,36.4,PapOil
1715,6674,48.86833,16.03333,"OMV, Pražská 3568/90, Znojmo",04.11.2014 12:33,37.9,OMV
1716,7228,50.550261,15.907197,"Tank ONO, s.r.o., Královedvorská, Trutnov",04.11.2014 12:32,34.5,Tank ONO
1717,6254,50.530164,15.803163,"JVM Oil, Pražská 266, Pilníkov",04.11.2014 12:32,35.9,JVM Oil
1718,6301,50.329449,12.505515,"K-Oil, Kpt.Jaroše, Kraslice",04.11.2014 12:32,35.9,K-Oil
1719,6528,48.792184,15.984902,"OMV, Znojemská 101, Hnanice",04.11.2014 12:32,36.6,OMV
1720,6540,48.789528,16.083848,"OMV, Chvalovice-Hatě 200",04.11.2014 12:32,37.9,OMV
1721,5548,50.319458,12.5193,"Benzina, Čs. Armády 1883, Kraslice",04.11.2014 12:31,36.9,Benzina
1722,6348,48.735767,16.383356,"LukOil, Hevlín 471",04.11.2014 12:31,35.5,LukOil
1723,6431,48.930613,15.855964,"MG Management, Štítary",04.11.2014 12:31,36.5,MG Management
1724,6235,48.94786,16.251167,"Jaromír Krchňavý, Hostěradice",04.11.2014 12:31,36.9,Jaromír Krchňavý
1725,5865,49.270219,16.4393,"ČS, 9. května, Veverská Bítýška",04.11.2014 12:30,34.9,ČS
1726,6156,48.766281,16.066102,"Gallahart, Chvalovice-Hatě 185",04.11.2014 12:30,34.9,Gallahart
1727,5918,48.870697,16.040482,"Dryml, Přímětická, Znojmo",04.11.2014 12:30,37.9,Dryml
1728,5645,49.252364,13.913038,"Benzina, Volyňská, Strakonice",04.11.2014 12:29,34.5,Benzina
1729,6651,49.257217,13.913825,"OMV, Písecká, Strakonice",04.11.2014 12:29,34.9,OMV
1730,5867,48.856685,16.070754,"ČS, Suchohrdelská 3497, Znojmo",04.11.2014 12:29,35.9,ČS
1731,5879,48.981961,15.986519,"ČS Jevišovice, Jevišovice 405",04.11.2014 12:29,36.5,ČS Jevišovice
1732,6677,50.08589,14.22101,"OR Jeneč, Karlovarská 351, Jeneč",04.11.2014 12:28,35.4,OR Jeneč
1733,5866,48.825212,16.072679,"ČS, Dukelských Bojovníků 360, Znojmo",04.11.2014 12:28,37.2,ČS
1734,5846,48.96005,16.430769,"ČS, Branišovice 167",04.11.2014 12:28,37.4,ČS
1735,6270,49.764128,18.336722,"KLB oil, Vratimovská 306, Vratimov",04.11.2014 12:27,34.9,KLB oil
1736,7351,49.81219,15.541235,"Zemědělské obchodní družstvo Vilémov, Vilémov 227",04.11.2014 12:27,35.9,Zemědělské obchodní družstvo Vilémov
1737,5353,49.936488,16.221229,"Agro Žamberk, Tisová 156",04.11.2014 12:27,35.99,Agro Žamberk
1738,5806,48.903031,16.187072,"Blanka Suchá, Prosiměřice 213",04.11.2014 12:27,36.6,Blanka Suchá
1739,5831,48.85583,16.07417,"Čas Znojmo, Suchohrdelská 20, Znojmo",04.11.2014 12:27,38.2,Čas Znojmo
1740,5671,49.147689,18.022147,"Benzina, Cyrilometodějská 947, Valašské Klobouky",04.11.2014 12:26,36.9,Benzina
1741,5525,48.825856,16.398996,"Benzina, Nádražní 159, Hrušovany nad Jevišovkou",04.11.2014 12:26,35.9,Benzina
1742,5461,48.94,16.32444,"Benaz, Nádražní 1178, Miroslav",04.11.2014 12:26,36.9,Benaz
1743,5731,48.846749,16.057034,"Benzina Plus, Vídeňská, Znojmo",04.11.2014 12:26,37.9,Benzina Plus
1744,5262,48.792155,16.08239,"Agip, silnice E59, Chvalovice",04.11.2014 12:25,36.5,Agip
1745,7271,49.790325,15.812916,"Topexol, 5. května 43, Trhová Kamenice",04.11.2014 12:24,33.9,Topexol
1746,5257,48.813711,16.396043,"Agip, Nádražní 488, Hrušovany nad Jevišovkou",04.11.2014 12:24,35.9,Agip
1747,5203,48.989167,16.143606,"A+S, Višňové",04.11.2014 12:24,36.3,A+S
1748,5200,49.037759,16.309335,"A+S, Znojemská, Moravský Krumlov",04.11.2014 12:24,36.9,A+S
1749,7209,49.134917,15.012461,"Tank ONO, s.r.o., Vídeňská, Jindřichův Hradec",04.11.2014 12:22,32.9,Tank ONO
1750,6149,49.126269,15.023966,"Frukoil, Vídeňská 629, Jindřichův Hradec",04.11.2014 12:21,33.9,Frukoil
1751,6545,49.135815,15.018686,"OMV, silnice 34, Jindřichův Hradec",04.11.2014 12:21,34.4,OMV
1752,6759,50.07703,14.40186,"PapOil, Drtinova, Praha 5-Smíchov",04.11.2014 12:19,35.9,PapOil
1753,6297,49.888841,15.069172,"KM-Prona, Kolínská 244, Uhlířské Janovice",04.11.2014 12:11,36.9,KM-Prona
1754,6782,50.060277,15.774704,"PapOil, Hradecká, Staré Hradiště",04.11.2014 12:09,36.3,PapOil
1755,6157,49.878341,15.059112,"Galon, Jungmanova 873, Uhlířské Janovice",04.11.2014 12:09,36.9,Galon
1756,6896,50.024331,14.098836,"RoBiN OIL, s.r.o., silnice 118, Chyňava-Libečov 43",04.11.2014 12:09,36.9,RoBiN OIL
1757,6214,49.076515,16.445543,"Chemis engine, Ivančická, Dolní Kounice",04.11.2014 12:08,35.9,Chemis engine
1758,7071,50.112143,14.282244,"Shell Czech Republic, a.s., Aviatická, Praha 6-Ruz",04.11.2014 12:08,38.3,Shell Czech Republic
1759,5943,49.916281,15.088619,"Euro-Miky, Jindice 109",04.11.2014 12:08,36.9,Euro-Miky
1760,5265,50.771188,14.762452,"Agip, silnice E442, Jablonné v Podještědí",04.11.2014 12:07,35.6,Agip
1761,6768,49.646916,18.144058,"PapOil, Ostravská 77, Příbor",04.11.2014 12:07,35.9,PapOil
1762,5556,49.620456,18.073806,"Benzina, silnice E462, Libhošť",04.11.2014 12:07,36.9,Benzina
1763,5352,49.778044,16.032935,"Agro Žamberk, Krouna 172",04.11.2014 12:06,33.7,Agro Žamberk
1764,7303,49.217259,16.073098,"Unicorn, Studenec 190",04.11.2014 12:06,35.1,Unicorn
1765,6562,49.604882,18.136083,"OMV, Obránců míru 53a/1361, Kopřivnice",04.11.2014 12:04,37.2,OMV
1766,5936,49.274937,16.013926,"EP Petrol, Budišov 344",04.11.2014 12:01,36.2,EP Petrol
1767,6191,49.149561,16.04185,"Gulf, silnice 351, Valeč",04.11.2014 11:59,35.7,Gulf
1768,5553,49.947251,15.255083,"Benzina, Kouřimská 939, Kutná Hora",04.11.2014 11:59,35.9,Benzina
1769,5481,49.223182,16.53755,"Benzina, Bystrcká, Brno-Bystrc",04.11.2014 11:59,37.4,Benzina
1770,6620,50.0166,14.4028,"OMV, Československého exilu 1912/2, Praha 4-Modřan",04.11.2014 11:59,37.7,OMV
1771,6308,49.824289,13.782989,"Koloc Oil, silnice 605, Kařez 29",04.11.2014 11:58,34.8,Koloc Oil
1772,7199,49.948933,15.326269,"Tank ONO, s.r.o., silnice 38, Církvice u Kutné Hor",04.11.2014 11:57,32.9,Tank ONO
1773,5554,49.00611,17.10555,"Benzina, Strážovská, Kyjov",04.11.2014 11:56,36.5,Benzina
1774,5294,49.74692,13.44178,"Agip, Rokycanská 135, Plzeň",04.11.2014 11:55,35.9,Agip
1775,5610,49.746424,13.441281,"Benzina, Rokycanská 160, Plzeň",04.11.2014 11:55,35.9,Benzina
1776,6906,50.621792,13.600297,"RoBiN OIL, s.r.o., Okružní 3, Meziboří",04.11.2014 11:54,34.8,RoBiN OIL
1777,5531,50.81347,14.962726,"Benzina, Nádražní, Chrastava",04.11.2014 11:54,35.5,Benzina
1778,6704,50.817233,14.950493,"PapOil, Bílokostelecká, Chrastava",04.11.2014 11:52,35.2,PapOil
1779,7329,49.829801,15.921235,"Votava, silnice 355, Tisovec-Dřeveš",04.11.2014 11:48,33.6,Votava
1780,6717,49.827762,13.791668,"PapOil, silnice 605, Kařez",04.11.2014 11:47,34.8,PapOil
1781,5853,49.72667,15.67139,"ČS, Riegrova, Chotěboř",04.11.2014 11:46,35.8,ČS
1782,6169,49.789951,18.441045,"Globus, U Skleníků 1490/24, Havířov",04.11.2014 11:42,35.39,Globus
1783,6995,49.78863,18.40685,"Shell Czech Republic, a.s., Ostravská, Havířov",04.11.2014 11:42,36.9,Shell Czech Republic
1784,7296,49.787749,18.41319,"Unicorn, U Koupaliště 1, Havířov",04.11.2014 11:41,35.3,Unicorn
1785,6940,49.225928,17.692636,"RoBiN OIL, s.r.o., Broučkova 5294, Zlín",04.11.2014 11:41,35.9,RoBiN OIL
1786,7081,50.080347,14.537517,"Shell Czech Republic, a.s., Průmyslová 42, Praha 1",04.11.2014 11:41,37.9,Shell Czech Republic
1787,7206,50.086583,12.458514,"Tank ONO, s.r.o., silnice 21, Cheb",04.11.2014 11:41,32.9,Tank ONO
1788,6743,50.196484,12.21538,"PapOil, silnice 217, Nový Žďár 47",04.11.2014 11:41,35.6,PapOil
1789,6652,50.0412,12.340971,"OMV, Svatý Kříž, Svatý Kříž",04.11.2014 11:41,35.7,OMV
1790,6534,50.100675,12.385711,"OMV, silnice R6, Cheb",04.11.2014 11:41,35.9,OMV
1791,6533,50.084093,12.372333,"OMV, Ašská 2354, Cheb",04.11.2014 11:41,36.2,OMV
1792,6724,50.12285,12.529881,"PapOil, Sokolovská 1042, Kynšperk nad Ohří",04.11.2014 11:41,36.3,PapOil
1793,7265,50.215612,12.17089,"Top Tank F1 gas, Selbská, Aš",04.11.2014 11:41,36.5,Top Tank F1 gas
1794,5892,50.076331,14.522053,"ČSAO Malešice, Černokostelecká 565/114, Praha 10-M",04.11.2014 11:40,34.8,ČSAO Malešice
1795,6756,50.075478,14.531833,"PapOil, Černokostelecká, Praha 10-Malešice",04.11.2014 11:40,35.9,PapOil
1796,5300,50.077017,14.519114,"Agip, Černokostelecká, Praha 10-Hostivař",04.11.2014 11:40,36.9,Agip
1797,5429,50.07722,14.53889,"Avanti, Průmyslová 614/30, Praha 10-Malešice",04.11.2014 11:40,37.9,Avanti
1798,6361,50.10316,12.48643,"LukOil, silnice R6, směr Cheb, Odrava",04.11.2014 11:40,35.4,LukOil
1799,5926,49.62947,13.33012,"EK, Chlumčany 459",04.11.2014 11:40,35.6,EK
1800,6342,50.21985,12.182193,"LukOil, Okružní 36, Aš",04.11.2014 11:40,35.7,LukOil
1801,6416,50.046813,12.350174,"Mavex Diesel, Svatý Kříž, Svatý Kříž",04.11.2014 11:40,35.7,Mavex Diesel
1802,6417,50.047084,12.351633,"Mavex Diesel, Svatý Kříž, Svatý Kříž",04.11.2014 11:40,35.7,Mavex Diesel
1803,6880,49.51586,13.299479,"RoBiN OIL, s.r.o., silnice 27, Borovy 92",04.11.2014 11:40,35.8,RoBiN OIL
1804,6480,50.21787,12.176793,"OMV, Selbská, Aš",04.11.2014 11:40,36.2,OMV
1805,6479,50.220933,12.190716,"OMV, Rybniční, Aš",04.11.2014 11:40,36.4,OMV
1806,5579,50.253674,14.526913,"Benzina, Kostelecká, Neratovice",04.11.2014 11:39,35.7,Benzina
1807,5528,50.072795,12.361168,"Benzina, Vrbenského, Cheb",04.11.2014 11:39,35.5,Benzina
1808,5754,50.1225,12.36833,"Benzina Plus, Aleje, Františkovy Lázně",04.11.2014 11:39,35.5,Benzina Plus
1809,5334,50.048231,12.353966,"Agip, silnice 214, Svatý Kříž",04.11.2014 11:39,35.7,Agip
1810,5870,50.05111,12.35472,"ČS, Svatý Kříž 271, Cheb",04.11.2014 11:39,35.7,ČS
1811,5705,50.092256,12.463431,"Benzina Plus, silnice R6, směr Sokolov, Odrava-Obi",04.11.2014 11:39,36.5,Benzina Plus
1812,5297,50.08614,12.26432,"Agip, silnice E48, směr Karlovy Vary, Pomezí nad O",04.11.2014 11:39,36.9,Agip
1813,5298,50.08693,12.26537,"Agip, silnice E48, směr Německo, Pomezí nad Ohří",04.11.2014 11:39,36.9,Agip
